Id,Label,Component ID,Degré Entrant,Degré Sortant,Degré,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Modularity Class,PageRank,Eigenvector Centrality
12769,it technical lead,5000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12770,accounting contractor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12771,sap bi apo lead with architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12772,bw developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12773,and solution manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12774,sap bi techno functional consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12775,websphere commerce developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12776,sap junior developer,5001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12777,senior bi bps strategic consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12778,abap hr consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12779,technical developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12780,senior consultant sap abap,2394,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12781,team lead sap bw,5002,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12782,kartikay oberoi,5003,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12783,senior sap abap,5004,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12784,solution manager enhancement,5005,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12785,lead technical upgrade specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12786,affymetrixjdedwards senior systems architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12787,jdedwards oneworld senior systems architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12788,jdedwards senior at consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12789,jdedwards senior systems architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12790,network site coordinator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12791,sbi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12792,systems analystsystems analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12793,jde senior cnc architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12794,it service desk,5006,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12795,multi channel systems operator,5007,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12796,it administrator tlc electronics,5008,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12797,loan officer privatbank,5009,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12798,doj support contractor,5010,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12799,sharepoint administrator contractor,5011,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12800,senior configuration management specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12801,configuration analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12802,software configuration analyst,5012,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12803,data analyst technical editor faa seta ii,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12804,configuration,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12805,network operations officer,5013,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12806,cm manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12807,cm specialist,5014,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12808,associate cm engineer,5015,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12809,bupa,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12810,medical clerk,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12811,senior software quality assurance tester,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12812,school improvement team member,5016,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12813,project test coordinator,5017,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12814,special project teacher,5018,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12815,senior operations bookkeeper,5019,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12816,coldwell banker bain licensed real estate administrative assistant,5020,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12817,lead interview scheduler,5021,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12818,s infotech  hr executive recruitments,5022,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12819,s infotech hr executive,5023,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12820,strategic account manager,0,1,15,16,376.0,12.0,364.0,11.0,5.241573033707865,4.008333333333334,3,4.4708090323057376E-4,5.875423494490796E-4
12821,major account manager,0,1,15,16,344.0,10.0,334.0,11.0,5.232062780269058,3.5083333333333337,3,4.4522071801309735E-4,5.875423494490796E-4
12822,role test lead,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12823,role senior test engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12824,siebel consultant software programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12825,client merck,5024,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12826,designationtest manager,5025,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12827,service delivery coordinator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12828,senior project specialist coordinator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12829,project manager analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12830,business intelligence report writer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12831,consultant technical writer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12832,consultant project manager,0,1,10,11,115.0,8.0,107.0,11.0,5.39919624916276,57.91849048134607,0,8.39896088324555E-5,0.0
12833,consultant senior programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12834,consultant senior business analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12835,consultant business analyst programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12836,senior business systems analyst and application developer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12837,operations research systems analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12838,cost and management analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12839,cost programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12840,application designer,5026,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12841,wintel engineering manager,5027,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12842,sap basis,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12843,sap basis analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12844,sap basis lead,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12845,senior sap basis administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12846,sap basis technical consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12847,sap basis specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12848,india,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12849,executive trainee,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12850,senior technical team member,5028,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12851,procurement,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12852,cost and budget manager,5029,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12853,finance,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12854,assurance manager,5030,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12855,experienced audit associate,5031,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12856,assistant audit manager,5032,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12857,audit associate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12858,audit associate in charge,5033,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12859,investment banking financial analyst,5034,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12860,assistant portfolio manager,5035,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12861,senior equity research analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12862,regional customer satisfaction manager,5036,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12863,managing director senior equity analyst,5037,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12864,account systems engineer,5038,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12865,professional services training director,5039,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12866,programmer analyst i,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12867,programmer analyst c,5040,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12868,programmer analyst d,5041,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12869,crm architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12870,help desk supervisor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12871,nd level technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12872,support center manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12873,service desk manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12874,installation team network engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12875,thru,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12876,help desk consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12877,deskside support technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12878,network support technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12879,distributed systems analyst,5042,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12880,supports coordinator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12881,behavioral health worker,5043,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12882,aba counselor,5044,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12883,student research,5045,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12884,social work supervisor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12885,support coordinator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12886,social work director,5046,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12887,program administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12888,education specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12889,board chair,5047,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12890,sales associate cashier,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12891,telecom analyst ii,5048,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12892,wireless analyst,5049,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12893,hardware engineer ii,5050,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12894,operating systems engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12895,technical analyst ii,5051,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12896,field administrator,5052,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12897,it analyst ii,5053,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12898,wintel administrator,5054,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12899,support technician ii,5055,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12900,deskside surveyor,5056,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12901,installation tech employee,5057,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12902,senior electronics design engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12903,senior staff applications engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12904,concept engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12905,senior embedded audio signal processing engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12906,senior embedded video signal processing engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12907,senior embedded systems engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12908,software manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12909,data center technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12910,unix operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12911,as operator,5058,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12912,wan network engineer,5059,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12913,senior system operator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12914,statistical programmer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12915,edp manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12916,technology used,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12917,comsec hand receipt holder,5060,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12918,direct supervisor of five soldiers,5061,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12919,senior finance business analyst,5062,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12920,comsec custodian,5063,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12921,montrealanalyst programmer,5064,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12922,systems admin,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12923,lead desktop technician,5065,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12924,system center operations manager,5066,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12925,test leader,5067,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12926,enterprise consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12927,onsite engineering consultant,5068,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12928,technology support specialist ii,5069,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12929,technology support specialist iii,5070,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12930,outside plant lead technician,5071,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12931,digital technician,5072,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12932,splicing technician,5073,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12933,adabas,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12934,electronic warfare systems specialist,5074,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12935,internet specialist,5075,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12936,task order manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12937,program risk manager,5076,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12938,junior system administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12939,hospital security officer,5077,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12940,security engineer,0,3,10,13,141.0,43.0,98.0,12.0,5.298057602143335,2340.241931249898,11,9.908231797469952E-5,0.0
12941,security sys engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12942,information security consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12943,senior help desk analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12944,security patent examiner,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12945,contractor technical consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12946,brown foreman,5078,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12947,desktop and laptop repairs technical consultant,5079,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12948,web application support tier iii,5080,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12949,pc helpdesk technician,5081,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12950,technical contractor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12951,help desk contractorapr,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12952,microsoft software support engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12953,pos support contractor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12954,voip support contractor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12955,systems administrator ii,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12956,client administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12957,director of sales operations,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12958,senior customer service manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12959,interim contracts,5082,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12960,senior telecommunications engineer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12961,telecommunications network installer,5083,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12962,telephony systems manager,5084,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12963,noc,5085,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12964,it help desk specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12965,it help desk associate,5086,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12966,it software deployment specialist,5087,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12967,it systems deployment specialist,5088,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12968,software deployment specialist,5089,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12969,it systems analyst,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12970,desktop administrator,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12971,it help desk analyst tier ii,5090,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12972,it help desk supervisor,5091,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12973,customer support supervisor,5092,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12974,coldfusion programmer,5093,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12975,lead senior coldfusion developer,5094,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12976,system analyst v,5095,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12977,consultant and technical project leader,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12978,consultant and it architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12979,project leader and consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12980,citrix consultant,5096,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12981,electrical control specialist,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12982,senior maintenance tech,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12983,air traffic control specialist,5097,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12984,aut om at i,5098,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12985,designation instrumentation engineer,5099,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12986,intermediate technical analyst,5100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12987,software technician,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12988,closeout specialist,5101,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12989,financial analyst intern,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12990,internal audit intern,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12991,skyline conversion coordinator,5102,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12992,skyline system coordinator,5103,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12993,assistant property controller,5104,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12994,construction project accountant,5105,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12995,front office manager restaurant manager regional mgmt trainer,5106,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12996,property manager accountant,5107,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12997,acting controller,5108,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12998,tax director,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12999,international tax manager,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13000,tax coordinator,5109,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13001,tax advisor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13002,tax advisor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13003,market maker,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13004,tax auditor,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13005,taxpayer service representative,5110,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13006,senior operations clerk,5111,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13007,articled clerk,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13008,senior audit associate,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13009,assistant corporate controller,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13010,account payable accountant,5112,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13011,certified public accountant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13012,manager of internal audit,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13013,experienced senior auditor,5113,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13014,on sabbatical,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13015,software test engineer consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13016,client value health sciences,5114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13017,staff cad engineer,5115,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13018,team description,5116,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13019,purchase executive,5117,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13020,quality analyst feb,5118,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13021,software associate march,5119,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13022,independent software consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13023,planner information architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13024,lead user experience architect,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13025,interaction designer,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13026,lead ux consultant,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
13027,interactive creative director,5120,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
